cust_id,proba,campaign
4609,0.9064888524993089,4
7649,0.9064888524993089,4
9149,0.9064888524993089,4
13109,0.9064888524993089,4
2418,0.9064786752784463,8
5338,0.9061732225497218,4
3484,0.9054793742606383,10
8054,0.9054793742606383,10
749,0.9049992597059863,7
1399,0.9049992597059863,7
1759,0.9049992597059863,7
2849,0.9049992597059863,7
3409,0.9049992597059863,7
7479,0.9049992597059863,7
1211,0.9048635438613464,5
8530,0.9048452380952381,4
2571,0.9042221655445742,7
7853,0.9038364968364968,4
300,0.9031146655606938,4
390,0.9031146655606938,4
2540,0.9031146655606938,4
2550,0.9031146655606938,4
2590,0.9031146655606938,4
3760,0.9031146655606938,4
4440,0.9031146655606938,4
4600,0.9031146655606938,4
4780,0.9031146655606938,4
4810,0.9031146655606938,4
4850,0.9031146655606938,4
5090,0.9031146655606938,4
6010,0.9031146655606938,4
6290,0.9031146655606938,4
6870,0.9031146655606938,4
9080,0.9031146655606938,4
13070,0.9031146655606938,4
3894,0.9028158211190142,4
4834,0.9028158211190142,4
261,0.902174268132955,4
3831,0.902174268132955,4
6271,0.902174268132955,4
6951,0.902174268132955,4
8481,0.902174268132955,4
8581,0.902174268132955,4
8781,0.902174268132955,4
8861,0.902174268132955,4
13031,0.902174268132955,4
1909,0.9013690476190476,3
4991,0.9012552476377595,7
888,0.9012232070427231,4
5146,0.9011915460270723,4
6656,0.9011915460270723,4
7816,0.9011915460270723,4
6965,0.8990798454092438,1
1406,0.8986931491628602,7
4676,0.8986931491628602,7
6506,0.8986931491628602,7
6556,0.8986931491628602,7
12576,0.8986931491628602,7
2194,0.8986097708176333,10
17,0.8971986777007206,7
2667,0.8971986777007206,7
6307,0.8971986777007206,7
6867,0.8971986777007206,7
39,0.8971093318455468,6
4109,0.8971093318455468,6
4569,0.8971093318455468,6
8179,0.8971093318455468,6
12689,0.8971093318455468,6
1606,0.8969866422639257,2
6706,0.8969866422639257,2
7786,0.8969866422639257,2
1197,0.8969278740475488,6
650,0.8964795176995726,4
4010,0.8964795176995726,4
1550,0.8961646973495074,4
2240,0.8961646973495074,4
6580,0.8961646973495074,4
440,0.895982986752085,4
880,0.895982986752085,4
496,0.895839337631085,6
906,0.895839337631085,6
936,0.895839337631085,6
1936,0.895839337631085,6
6056,0.895839337631085,6
6356,0.895839337631085,6
7716,0.895839337631085,6
3315,0.8957347872547023,4
8895,0.8957347872547023,4
814,0.8954952960451559,10
4044,0.8954952960451559,10
7454,0.8954952960451559,10
788,0.8951315330720108,4
5408,0.8951315330720108,4
8538,0.8951315330720108,4
12908,0.8951315330720108,4
1930,0.8946105398037406,7
4759,0.8945923057818641,4
1257,0.8938776707450451,4
2817,0.8938776707450451,4
12937,0.8938776707450451,4
5821,0.8936427583166939,4
2893,0.8935820413401241,5
4123,0.8935820413401241,5
4143,0.8935820413401241,5
4614,0.8933654886271308,10
4854,0.8933654886271308,10
7434,0.8933654886271308,10
3527,0.8920198891581107,4
8454,0.8915305371266367,4
12678,0.8913350217639352,6
1109,0.8905684327181013,4
3129,0.8905684327181013,4
3989,0.8905684327181013,4
4199,0.8905684327181013,4
4929,0.8905684327181013,4
5449,0.8905684327181013,4
7769,0.8905684327181013,4
8139,0.8905684327181013,4
9159,0.8905684327181013,4
12749,0.8905684327181013,4
147,0.8897391774891774,4
911,0.8891145377928737,6
4081,0.8891145377928737,6
4771,0.8891145377928737,6
6781,0.8891145377928737,6
6811,0.8891145377928737,6
8421,0.8891145377928737,6
3037,0.8889674768935858,4
4217,0.8889674768935858,4
4587,0.8889674768935858,4
5307,0.8889674768935858,4
630,0.8878341803898958,6
8330,0.8878341803898958,6
6571,0.8875593040236504,4
187,0.8875569606038652,4
2287,0.8875569606038652,4
3367,0.8875569606038652,4
3687,0.8875569606038652,4
7267,0.8875569606038652,4
8887,0.8875569606038652,4
9297,0.8875569606038652,4
30,0.8873295879854911,4
1560,0.8873295879854911,4
1750,0.8873295879854911,4
1790,0.8873295879854911,4
3200,0.8873295879854911,4
3790,0.8873295879854911,4
5420,0.8873295879854911,4
5700,0.8873295879854911,4
9260,0.8873295879854911,4
12970,0.8873295879854911,4
842,0.8873079166828947,4
3282,0.8873079166828947,4
4622,0.8873079166828947,4
6332,0.8873079166828947,4
6722,0.8873079166828947,4
7632,0.8873079166828947,4
7962,0.8873079166828947,4
3337,0.8868700817210093,2
12681,0.8868611992987762,7
6598,0.886693562365087,4
4551,0.8861240418107457,4
8841,0.8861240418107457,4
7059,0.8860316332420121,5
694,0.8858883573949653,4
1584,0.8858883573949653,4
1904,0.8858883573949653,4
2554,0.8858883573949653,4
3364,0.8858883573949653,4
4684,0.8858883573949653,4
4874,0.8858883573949653,4
6114,0.8858883573949653,4
7174,0.8858883573949653,4
7844,0.8858883573949653,4
8644,0.8858883573949653,4
7117,0.8857990350292982,4
6430,0.8852730389106298,4
12650,0.8852730389106298,4
3054,0.8849755572307462,10
5634,0.8849755572307462,10
365,0.8845656593027433,4
2255,0.8845656593027433,4
2445,0.8845656593027433,4
2655,0.8845656593027433,4
2775,0.8845656593027433,4
3325,0.8845656593027433,4
3675,0.8845656593027433,4
4515,0.8845656593027433,4
8085,0.8845656593027433,4
9295,0.8845656593027433,4
9325,0.8845656593027433,4
12545,0.8845656593027433,4
3933,0.8843810433008231,4
13184,0.8835061029297746,4
4345,0.8834090661535714,4
594,0.8833654880466582,4
1024,0.8833654880466582,4
1764,0.8833654880466582,4
4334,0.8833654880466582,4
4894,0.8833654880466582,4
5864,0.8833654880466582,4
5874,0.8833654880466582,4
7214,0.8833654880466582,4
8604,0.8833654880466582,4
12864,0.8833654880466582,4
4919,0.8829129245670656,2
9239,0.8829129245670656,2
7941,0.8821042698162881,4
8201,0.8821042698162881,4
143,0.8818935248539422,4
1033,0.8818935248539422,4
1803,0.8818935248539422,4
2333,0.8818935248539422,4
2423,0.8818935248539422,4
1159,0.8809120976956689,4
2769,0.8809120976956689,4
2286,0.8809063363001662,6
12795,0.8793232219988387,10
5115,0.8790680887093231,4
8025,0.8790680887093231,4
2647,0.8786303248177597,2
7967,0.8786303248177597,2
1041,0.878492786776187,7
7011,0.878492786776187,7
7323,0.8783733671159716,4
12603,0.8783733671159716,4
558,0.8777844243543059,4
1708,0.8777844243543059,4
1808,0.8777844243543059,4
6068,0.8777844243543059,4
6468,0.8777844243543059,4
7588,0.8777844243543059,4
8468,0.8777844243543059,4
8478,0.8777844243543059,4
9108,0.8777844243543059,4
12648,0.8777844243543059,4
12748,0.8777844243543059,4
12758,0.8777844243543059,4
155,0.877159930658624,10
4535,0.877159930658624,10
4855,0.877159930658624,10
8508,0.8768382687171179,4
5136,0.8767197711379865,2
4394,0.8762902589713434,4
6322,0.8748348296945423,7
3960,0.8734737566033517,4
7080,0.8734737566033517,4
322,0.8731933514271262,5
472,0.8731933514271262,5
7242,0.8731933514271262,5
8642,0.8731933514271262,5
556,0.8728980100908776,4
1816,0.8728980100908776,4
3106,0.8728980100908776,4
3566,0.8728980100908776,4
6906,0.8728980100908776,4
7186,0.8728980100908776,4
7226,0.8728980100908776,4
7376,0.8728980100908776,4
7846,0.8728980100908776,4
8076,0.8728980100908776,4
8196,0.8728980100908776,4
8676,0.8728980100908776,4
8816,0.8728980100908776,4
6436,0.8724864624327576,2
719,0.8719015600479184,4
1099,0.8719015600479184,4
2499,0.8719015600479184,4
2789,0.8719015600479184,4
2889,0.8719015600479184,4
3749,0.8719015600479184,4
6069,0.8719015600479184,4
6979,0.8719015600479184,4
7799,0.8719015600479184,4
8609,0.8719015600479184,4
12959,0.8719015600479184,4
887,0.8713556346751214,4
2417,0.8713556346751214,4
2857,0.8713556346751214,4
5297,0.8713556346751214,4
5337,0.8713556346751214,4
5907,0.8713556346751214,4
7187,0.8713556346751214,4
7707,0.8713556346751214,4
12627,0.8713556346751214,4
1112,0.8708805012445174,4
3202,0.8708805012445174,4
4292,0.8708805012445174,4
903,0.8708314200359202,4
2063,0.8708314200359202,4
3253,0.8708314200359202,4
3963,0.8708314200359202,4
6433,0.8708314200359202,4
3542,0.8698028941717451,6
4702,0.8698028941717451,6
5762,0.8698028941717451,6
6682,0.8698028941717451,6
7922,0.8698028941717451,6
320,0.8695547850210029,4
550,0.8695547850210029,4
730,0.8695547850210029,4
1900,0.8695547850210029,4
2470,0.8695547850210029,4
2760,0.8695547850210029,4
4900,0.8695547850210029,4
6880,0.8695547850210029,4
8320,0.8695547850210029,4
8520,0.8695547850210029,4
7888,0.8693661481895789,7
2710,0.8689798829351407,7
7330,0.8689798829351407,7
7510,0.8689798829351407,7
7593,0.868169090108022,5
8333,0.868169090108022,5
8863,0.868169090108022,5
5514,0.867616658986243,10
4462,0.8674641300692805,7
5312,0.8674641300692805,7
161,0.867419214218813,4
761,0.867419214218813,4
891,0.867419214218813,4
5001,0.867419214218813,4
7421,0.867419214218813,4
7591,0.867419214218813,4
7751,0.867419214218813,4
8991,0.867419214218813,4
7109,0.8669837630254215,4
5373,0.8664924745208121,9
1170,0.8664359477314676,6
2890,0.8664359477314676,6
3160,0.8664359477314676,6
4050,0.8664359477314676,6
4960,0.8664359477314676,6
3283,0.8661778084746571,10
8893,0.8661778084746571,10
628,0.8656601585808673,4
1978,0.8656601585808673,4
8108,0.8656601585808673,4
8768,0.8656601585808673,4
12718,0.8656601585808673,4
3483,0.8634933265962275,4
6093,0.8634933265962275,4
5239,0.8631268091106192,7
2921,0.863047402963804,7
4001,0.863047402963804,7
4671,0.863047402963804,7
4791,0.863047402963804,7
5161,0.863047402963804,7
6581,0.863047402963804,7
7001,0.863047402963804,7
7151,0.863047402963804,7
7261,0.863047402963804,7
7361,0.863047402963804,7
8371,0.863047402963804,7
8681,0.863047402963804,7
9001,0.863047402963804,7
12601,0.863047402963804,7
202,0.8624012524244936,7
612,0.8624012524244936,7
2122,0.8624012524244936,7
4562,0.8624012524244936,7
5142,0.8624012524244936,7
5482,0.8624012524244936,7
6812,0.8624012524244936,7
8012,0.8624012524244936,7
1674,0.8623970886609698,4
2614,0.8623970886609698,4
2734,0.8623970886609698,4
5434,0.8623970886609698,4
7354,0.8623970886609698,4
8814,0.8623970886609698,4
9224,0.8623970886609698,4
3297,0.8623853196901097,4
13157,0.8623853196901097,4
1715,0.8613919496875485,4
1875,0.8613919496875485,4
3255,0.8613919496875485,4
3685,0.8613919496875485,4
6585,0.8613919496875485,4
6655,0.8613919496875485,4
8345,0.8613919496875485,4
8515,0.8613919496875485,4
21,0.861279768025263,6
1741,0.861279768025263,6
4201,0.861279768025263,6
5251,0.861279768025263,6
5391,0.861279768025263,6
5531,0.861279768025263,6
5931,0.861279768025263,6
6871,0.861279768025263,6
7101,0.861279768025263,6
7371,0.861279768025263,6
12571,0.861279768025263,6
133,0.860954752777976,4
1263,0.860954752777976,4
8083,0.860954752777976,4
13053,0.860954752777976,4
1507,0.8599367327438808,2
6846,0.8597063555048724,4
1533,0.8595665049824674,6
2763,0.8595665049824674,6
6213,0.8595665049824674,6
6243,0.8595665049824674,6
2632,0.8589658869395711,7
3844,0.8586032243899889,5
1103,0.8576500551669833,7
6853,0.8576500551669833,7
7193,0.8576500551669833,7
2182,0.8572889262036214,6
8262,0.8572889262036214,6
8292,0.8572889262036214,6
1434,0.8570204312447558,4
2844,0.8570204312447558,4
3454,0.8570204312447558,4
2516,0.8559832251082251,4
3910,0.8557731950396184,4
6610,0.8557731950396184,4
4792,0.8553031992656959,4
8082,0.8553031992656959,4
9282,0.8553031992656959,4
1440,0.8547199538827672,7
2460,0.8547199538827672,7
5170,0.8547199538827672,7
5330,0.8547199538827672,7
6950,0.8547199538827672,7
8390,0.8547199538827672,7
8700,0.8547199538827672,7
12890,0.8547199538827672,7
1728,0.8544204220946309,4
6578,0.8544204220946309,4
13078,0.8544204220946309,4
12821,0.8538507391952992,7
1320,0.8535539661757955,7
1520,0.8535539661757955,7
1910,0.8535539661757955,7
3520,0.8535539661757955,7
3630,0.8535539661757955,7
4200,0.8535539661757955,7
4380,0.8535539661757955,7
5660,0.8535539661757955,7
6000,0.8535539661757955,7
7670,0.8535539661757955,7
8850,0.8535539661757955,7
5019,0.8531575946219411,4
299,0.8529463762792744,4
3429,0.8529463762792744,4
3889,0.8529463762792744,4
4159,0.8529463762792744,4
5289,0.8529463762792744,4
6319,0.8529463762792744,4
7189,0.8529463762792744,4
7619,0.8529463762792744,4
12859,0.8529463762792744,4
416,0.8514345122058272,4
2486,0.8514345122058272,4
2606,0.8514345122058272,4
8616,0.8514345122058272,4
9126,0.8514345122058272,4
3131,0.8499707792207789,7
532,0.8499163326941893,7
1322,0.8499163326941893,7
2492,0.8499163326941893,7
3232,0.8499163326941893,7
3872,0.8499163326941893,7
4502,0.8499163326941893,7
6912,0.8499163326941893,7
7822,0.8499163326941893,7
5562,0.849502304612552,7
3333,0.8488638188010614,7
5903,0.8488638188010614,7
5923,0.8488638188010614,7
2672,0.8484338039397085,4
2752,0.8484338039397085,4
3862,0.8484338039397085,4
4332,0.8484338039397085,4
5252,0.8484338039397085,4
9072,0.8484338039397085,4
12912,0.8484338039397085,4
13102,0.8484338039397085,4
555,0.8484264361383194,10
3825,0.8484264361383194,10
4765,0.8484264361383194,10
5005,0.8484264361383194,10
5205,0.8484264361383194,10
6895,0.8484264361383194,10
8795,0.8484264361383194,10
1408,0.847989186456447,4
2098,0.847989186456447,4
3398,0.847989186456447,4
9298,0.847989186456447,4
2918,0.8469376967750268,10
2888,0.8467456473864574,4
3498,0.8467456473864574,4
9288,0.8467456473864574,4
1108,0.8465194950104735,4
1798,0.8465194950104735,4
2868,0.8465194950104735,4
3228,0.8465194950104735,4
4448,0.8465194950104735,4
4778,0.8465194950104735,4
7328,0.8465194950104735,4
7768,0.8465194950104735,4
7848,0.8465194950104735,4
7918,0.8465194950104735,4
8638,0.8465194950104735,4
9268,0.8465194950104735,4
20,0.8464018661261076,4
80,0.8464018661261076,4
900,0.8464018661261076,4
3670,0.8464018661261076,4
4410,0.8464018661261076,4
6970,0.8464018661261076,4
7060,0.8464018661261076,4
7130,0.8464018661261076,4
7370,0.8464018661261076,4
4049,0.8463458433584371,4
1130,0.8451888180681358,5
1738,0.845039679540395,4
2008,0.845039679540395,4
4178,0.845039679540395,4
4508,0.845039679540395,4
4818,0.845039679540395,4
5238,0.845039679540395,4
6888,0.845039679540395,4
7968,0.845039679540395,4
3873,0.8447219157085958,4
851,0.8441011342291135,4
2501,0.8441011342291135,4
2891,0.8441011342291135,4
3651,0.8441011342291135,4
4511,0.8441011342291135,4
5271,0.8441011342291135,4
8521,0.8441011342291135,4
9311,0.8441011342291135,4
1485,0.8436535859651195,7
2325,0.8436535859651195,7
2635,0.8436535859651195,7
3135,0.8436535859651195,7
3545,0.8436535859651195,7
3595,0.8436535859651195,7
3985,0.8436535859651195,7
4225,0.8436535859651195,7
4795,0.8436535859651195,7
5635,0.8436535859651195,7
6155,0.8436535859651195,7
6815,0.8436535859651195,7
7745,0.8436535859651195,7
8135,0.8436535859651195,7
8985,0.8436535859651195,7
3618,0.8435739873559547,2
4148,0.8435739873559547,2
5128,0.8435739873559547,2
6798,0.8435739873559547,2
9058,0.8435739873559547,2
1635,0.8433909267097012,7
5055,0.8433909267097012,7
314,0.8433669534818322,7
744,0.8433669534818322,7
1194,0.8433669534818322,7
2074,0.8433669534818322,7
3314,0.8433669534818322,7
3944,0.8433669534818322,7
5414,0.8433669534818322,7
5524,0.8433669534818322,7
5854,0.8433669534818322,7
6504,0.8433669534818322,7
6584,0.8433669534818322,7
8274,0.8433669534818322,7
9034,0.8433669534818322,7
12724,0.8433669534818322,7
12794,0.8433669534818322,7
1469,0.8431105406630257,10
7886,0.8424962784795149,4
1310,0.8418850371040426,6
1430,0.8418850371040426,6
3730,0.8418850371040426,6
6340,0.8418850371040426,6
3523,0.8417643329533441,4
6293,0.8417643329533441,4
6683,0.8417643329533441,4
9133,0.8417643329533441,4
663,0.841600202971107,4
1473,0.841600202971107,4
1563,0.841600202971107,4
1993,0.841600202971107,4
4153,0.841600202971107,4
6043,0.841600202971107,4
7233,0.841600202971107,4
8383,0.841600202971107,4
8623,0.841600202971107,4
12863,0.841600202971107,4
5603,0.841170964574208,4
8513,0.841170964574208,4
213,0.840792703540635,7
483,0.840792703540635,7
553,0.840792703540635,7
2653,0.840792703540635,7
4393,0.840792703540635,7
5173,0.840792703540635,7
5553,0.840792703540635,7
5773,0.840792703540635,7
5873,0.840792703540635,7
6653,0.840792703540635,7
7083,0.840792703540635,7
7763,0.840792703540635,7
2589,0.8400786408149845,4
2909,0.8400786408149845,4
6509,0.8400786408149845,4
8539,0.8400786408149845,4
13029,0.8400786408149845,4
1760,0.8399712287397924,4
2190,0.8399712287397924,4
7440,0.8399712287397924,4
194,0.8383602563469051,10
1814,0.8383602563469051,10
2774,0.8383602563469051,10
4804,0.8383602563469051,10
6334,0.8383602563469051,10
8484,0.8383602563469051,10
7813,0.8382560069946006,4
1517,0.8382282120084282,4
447,0.8375480162997967,4
2657,0.8375480162997967,4
2957,0.8375480162997967,4
4977,0.8375480162997967,4
5527,0.8375480162997967,4
6237,0.8375480162997967,4
7667,0.8375480162997967,4
8197,0.8375480162997967,4
8497,0.8375480162997967,4
9067,0.8375480162997967,4
4445,0.8374306852116975,10
679,0.8366115662020118,4
1249,0.8366115662020118,4
1459,0.8366115662020118,4
8069,0.8366115662020118,4
8259,0.8366115662020118,4
8376,0.8359792071963125,7
4990,0.8354935974291088,4
5380,0.8354935974291088,4
5940,0.8354935974291088,4
6350,0.8354935974291088,4
6760,0.8354935974291088,4
12800,0.8354935974291088,4
239,0.8350398613019678,7
409,0.8350398613019678,7
529,0.8350398613019678,7
979,0.8350398613019678,7
1029,0.8350398613019678,7
2289,0.8350398613019678,7
2519,0.8350398613019678,7
3469,0.8350398613019678,7
3819,0.8350398613019678,7
5129,0.8350398613019678,7
5169,0.8350398613019678,7
6959,0.8350398613019678,7
7349,0.8350398613019678,7
7389,0.8350398613019678,7
7429,0.8350398613019678,7
7879,0.8350398613019678,7
13169,0.8350398613019678,7
591,0.8348582496595403,4
3251,0.8348582496595403,4
5071,0.8348582496595403,4
9101,0.8348582496595403,4
4241,0.8348090159035861,7
6831,0.8348090159035861,7
7171,0.8348090159035861,7
9181,0.8348090159035861,7
1619,0.8344202804464641,4
3649,0.8344202804464641,4
4539,0.8344202804464641,4
4899,0.8344202804464641,4
5869,0.8344202804464641,4
5889,0.8344202804464641,4
6289,0.8344202804464641,4
7639,0.8344202804464641,4
13139,0.8344202804464641,4
116,0.8342039613961993,4
376,0.8342039613961993,4
2916,0.8342039613961993,4
5056,0.8342039613961993,4
5496,0.8342039613961993,4
5516,0.8342039613961993,4
5926,0.8342039613961993,4
6816,0.8342039613961993,4
7426,0.8342039613961993,4
7526,0.8342039613961993,4
12596,0.8342039613961993,4
2919,0.8342024752978761,7
5849,0.8342024752978761,7
12720,0.8342023362536503,7
2031,0.83400263678183,2
5356,0.8335533638514732,2
5536,0.8335533638514732,2
7746,0.8335533638514732,2
6167,0.8335444893736579,4
88,0.83329307477986,7
778,0.83329307477986,7
1828,0.83329307477986,7
5638,0.83329307477986,7
5938,0.83329307477986,7
6298,0.83329307477986,7
6448,0.83329307477986,7
6558,0.83329307477986,7
7278,0.83329307477986,7
7558,0.83329307477986,7
8068,0.83329307477986,7
8678,0.83329307477986,7
4400,0.8330955547137822,7
5483,0.8328147073992415,7
6353,0.8328147073992415,7
7163,0.8328147073992415,7
12543,0.8328147073992415,7
13033,0.8328147073992415,7
25,0.8325412635084412,4
1385,0.8325412635084412,4
1655,0.8325412635084412,4
1955,0.8325412635084412,4
2225,0.8325412635084412,4
3705,0.8325412635084412,4
8395,0.8325412635084412,4
7500,0.832407518720649,2
9190,0.832407518720649,2
6819,0.8323200087282013,7
1625,0.832204371733201,4
3175,0.832204371733201,4
8125,0.832204371733201,4
13045,0.832204371733201,4
6978,0.8317881470462837,2
9248,0.8317881470462837,2
24,0.8315079356920885,2
7994,0.8315079356920885,2
7014,0.831227883794169,4
